BASIN,SUBBASIN,BASIN NAME,SUBBASIN NAME,SITE NO,SALTWATER INTRUSION,WL FREQUENCY,PERIOD (YEARS),WQ,WQ Frequency,TEL,FORMATION,LAT,LONG
112,1120,Johnstone,North Johnstone River,11200145A,No,4,1,,,,,-17.3614,145.6227
112,1121,Johnstone,South Johnstone River,11210071A,No,4,1,,,Yes,,-17.5516,146.0186
112,1120,Johnstone,North Johnstone River,11200012A,No,4,1,Yes,,,,-17.3306,145.6594
112,1120,Johnstone,North Johnstone River,11200026A,No,4,1,,,Yes,ATHERTON BASALT,-17.3633,145.6436
112,1121,Johnstone,South Johnstone River,11210002A,No,4,1,,,Yes,SOUTH JOHNSTONE RIVER ALLUVIUM,-17.6104,146.0140
112,1121,Johnstone,South Johnstone River,11210070A,No,4,1,,,Yes,,-17.5876,146.0486
112,1120,Johnstone,North Johnstone River,11200028A,No,4,1,Yes,,,ATHERTON BASALT,-17.3169,145.6617
112,1121,Johnstone,South Johnstone River,11210068A,No,4,1,Yes,,,,-17.5504,146.0326
112,1120,Johnstone,North Johnstone River,11200008A,No,4,1,Yes,,,,-17.4995,145.9935
112,1121,Johnstone,South Johnstone River,11210014A,No,4,1,,,,,-17.5472,146.0487
112,1121,Johnstone,South Johnstone River,11210027A,No,4,1,Yes,,,,-17.6478,146.0465
112,1121,Johnstone,South Johnstone River,11210001A,No,4,1,Yes,,,MORESBY RIVER ALLUVIUM,-17.6057,146.0886
112,1121,Johnstone,South Johnstone River,11210084A,No,4,1,,,Yes,,-17.5787,145.9883
112,1121,Johnstone,South Johnstone River,11210147A,No,4,1,,,Yes,,-17.5845,145.9850
112,1120,Johnstone,North Johnstone River,11200018A,No,4,1,,,,ATHERTON BASALT,-17.3768,145.6637
112,1121,Johnstone,South Johnstone River,11210029A,No,4,1,Yes,,,,-17.7483,146.0282
112,1121,Johnstone,South Johnstone River,11210041A,No,4,1,,,,,-17.7900,146.0456
112,1120,Johnstone,North Johnstone River,11200022A,No,4,1,Yes,,,,-17.3181,145.6167
112,1121,Johnstone,South Johnstone River,11210003A,No,4,1,Yes,,,ATHERTON BASALT,-17.6470,145.9565
112,1121,Johnstone,South Johnstone River,11210065A,No,4,1,,,,,-17.5933,146.0775
112,1121,Johnstone,South Johnstone River,11210081A,No,4,1,,,,,-17.5914,146.0646
112,1120,Johnstone,North Johnstone River,11200031A,No,4,1,Yes,,,ATHERTON BASALT,-17.6070,145.5474
112,1120,Johnstone,North Johnstone River,11000163A,No,6,1,,,Yes,ATHERTON BASALT,-17.3722,145.5406
112,1121,Johnstone,South Johnstone River,11210012A,No,4,1,Yes,,,,-17.5305,145.9792
112,1121,Johnstone,South Johnstone River,11210040A,No,4,1,,,,,-17.7491,146.0439
112,1121,Johnstone,South Johnstone River,11210032A,No,4,1,,,,,-17.7871,146.0215
112,1120,Johnstone,North Johnstone River,11200142A,No,4,1,Yes,,Yes,,-17.4972,145.6136
112,1120,Johnstone,North Johnstone River,11200021A,No,4,1,,,,ATHERTON BASALT,-17.3844,145.5622
112,1121,Johnstone,South Johnstone River,11210020A,No,4,1,,,,,-17.5869,146.0971
112,1121,Johnstone,South Johnstone River,11210005A,No,4,1,Yes,,,HODGKINSON FORMATION,-17.7314,146.0091
112,1121,Johnstone,South Johnstone River,11210045A,No,4,1,Yes,,Yes,,-17.7187,146.0400
113,1130,Tully,Tully River,11300014A,No,4,1,,,,,-17.9751,145.8271
113,1130,Tully,Tully River,11300012A,No,4,1,,,,,-17.9907,145.8387
113,1130,Tully,Tully River,11400058A,No,4,1,,,,,-18.0489,145.9888
113,1130,Tully,Tully River,11300018A,No,4,1,,,,,-17.8604,146.0948
113,1130,Tully,Tully River,11300022A,No,4,1,Yes,,,TULLY RIVER ALLUVIUM,-18.0016,146.0156
113,1130,Tully,Tully River,11400051A,No,4,1,Yes,,,,-18.0388,145.9747
113,1130,Tully,Tully River,11300010A,No,4,1,Yes,,Yes,,-18.0031,145.8686
113,1130,Tully,Tully River,11300015A,No,4,1,,,,,-17.9793,145.8776
113,1130,Tully,Tully River,11300016A,No,4,1,Yes,,,,-17.9561,145.8280
113,1130,Tully,Tully River,11300013A,No,4,1,,,,,-17.9970,145.8535
113,1130,Tully,Tully River,11400059A,No,4,1,,,,,-18.0489,145.9888
113,1130,Tully,Tully River,11300023A,No,4,1,Yes,,,TULLY RIVER ALLUVIUM,-18.0224,145.9803
113,1130,Tully,Tully River,11300017A,No,4,1,Yes,,,,-17.9563,145.8613
114,1140,Murray,Murray River,11400048A,No,4,1,Yes,,,,-18.0296,145.9239
114,1140,Murray,Murray River,11400025A,No,4,1,,,,,-18.0626,145.8502
114,1140,Murray,Murray River,11400020A,No,4,1,Yes,,,,-18.2258,145.9283
114,1140,Murray,Murray River,11400018A,No,4,1,,,Yes,,-18.2237,145.9089
114,1140,Murray,Murray River,11400018C,No,4,1,,,Yes,,-18.2237,145.9089
114,1140,Murray,Murray River,11400013A,No,4,1,,,,,-18.0486,145.8899
114,1140,Murray,Murray River,11400023A,No,4,1,Yes,,,,-18.0889,145.8632
114,1140,Murray,Murray River,11400011B,No,4,1,,,,,-18.0649,145.8684
114,1140,Murray,Murray River,11400011A,No,4,1,,,,,-18.0649,145.8684
114,1140,Murray,Murray River,11400024A,No,4,1,,,,,-18.0607,145.8335
114,1140,Murray,Murray River,11400002A,No,4,1,,,Yes,,-18.0599,145.9072
114,1140,Murray,Murray River,11400046A,No,4,1,,,,,-18.0302,145.9234
114,1140,Murray,Murray River,11400056A,No,4,1,,,,,-18.0437,145.9480
114,1140,Murray,Murray River,11400014A,No,4,1,,,,,-18.0368,145.8799
114,1140,Murray,Murray River,11400057A,No,4,1,,,,,-18.0437,145.9480
114,1140,Murray,Murray River,11400031A,No,4,1,Yes,,,,-18.0545,145.8670
114,1140,Murray,Murray River,11400012A,No,4,1,,,Yes,,-18.0889,145.8632
114,1140,Murray,Murray River,11400060A,No,4,1,,,,MURRAY RIVER ALLUVIUM,-18.1132,145.9500
114,1140,Murray,Murray River,11400062A,No,4,1,Yes,,,MURRAY RIVER ALLUVIUM,-18.1056,145.9377
114,1140,Murray,Murray River,11400009A,No,4,1,Yes,,,,-18.0359,145.8683
114,1140,Murray,Murray River,11400009B,No,4,1,Yes,,Yes,,-18.0359,145.8683
114,1140,Murray,Murray River,11400010A,No,4,1,Yes,,,,-18.0545,145.8670
114,1140,Murray,Murray River,11400017A,No,4,1,Yes,,,,-18.0777,145.8300
114,1140,Murray,Murray River,11400016A,No,4,1,,,,,-18.0607,145.8335
114,1140,Murray,Murray River,11400050A,No,4,1,,,,,-18.0284,145.9248
114,1140,Murray,Murray River,11400032A,No,4,1,,,,,-18.0359,145.8683
114,1140,Murray,Murray River,11400063A,No,4,1,Yes,,,MURRAY RIVER ALLUVIUM,-18.0862,145.9071
114,1140,Murray,Murray River,11400061A,No,4,1,Yes,,,CARRUCHAN GRANITE,-18.0897,145.9502
116,1160,Herbert,Herbert River,11600042A,No,4,1,Yes,,,,-18.7667,146.1752
116,1160,Herbert,Herbert River,11600157A,No,4,1,,,,ATHERTON BASALT,-17.5137,145.4505
116,1160,Herbert,Herbert River,11600134A,No,4,1,,,,,-18.6882,146.2489
116,1160,Herbert,Herbert River,11600037A,No,4,1,,,,,-18.6485,146.2762
116,1160,Herbert,Herbert River,11600054A,No,4,1,,,,,-18.6843,146.1739
116,1160,Herbert,Herbert River,11600054B,No,4,1,,,Yes,,-18.6843,146.1739
116,1160,Herbert,Herbert River,11600068A,No,4,1,Yes,,,,-18.5560,146.0268
116,1160,Herbert,Herbert River,11600068B,No,4,1,Yes,,,,-18.5560,146.0268
116,1160,Herbert,Herbert River,11600104A,No,4,1,,,,,-18.6397,145.9988
116,1160,Herbert,Herbert River,11600101B,No,4,1,,,Yes,,-18.5838,146.1999
116,1160,Herbert,Herbert River,11600101C,No,4,1,,,,,-18.5838,146.1999
116,1160,Herbert,Herbert River,11600101A,No,4,1,,,,,-18.5838,146.1999
116,1160,Herbert,Herbert River,11600106A,No,4,1,,,,,-18.7259,145.9721
116,1160,Herbert,Herbert River,11600138A,No,4,1,,,,,-17.7232,145.2521
116,1160,Herbert,Herbert River,11600139A,No,4,1,,,,,-17.5218,145.4114
116,1160,Herbert,Herbert River,11600159A,No,4,1,,,,ATHERTON BASALT,-17.5437,145.3991
116,1160,Herbert,Herbert River,11600126A,No,4,1,,,,,-18.6606,146.0195
116,1160,Herbert,Herbert River,11600128A,No,4,1,,,,,-18.6740,146.0301
116,1160,Herbert,Herbert River,11600142A,No,4,1,Yes,,,SEYMOUR RIVER ALLUVIUM,-18.5677,146.1870
116,1160,Herbert,Herbert River,11600108A,No,4,1,,,,,-18.7677,145.9486
116,1160,Herbert,Herbert River,11600146A,No,4,1,,,,PALM CREEK ALLUVIUM,-18.7254,146.2209
116,1160,Herbert,Herbert River,11600160A,No,4,1,Yes,,,ATHERTON BASALT,-17.5168,145.4016
116,1160,Herbert,Herbert River,11600062B,No,4,1,Yes,,Yes,,-18.6301,146.0743
116,1160,Herbert,Herbert River,11600062A,No,4,1,Yes,,Yes,,-18.6301,146.0743
116,1160,Herbert,Herbert River,11600133A,No,4,1,,,,,-18.7010,146.2804
116,1160,Herbert,Herbert River,11600069A,No,4,1,,,,,-18.4941,146.0023
116,1160,Herbert,Herbert River,11600140A,No,4,1,,,,HERBERT RIVER ALLUVIUM,-18.6685,146.1532
116,1160,Herbert,Herbert River,11600129A,No,4,1,,,,,-18.7207,145.9554
116,1160,Herbert,Herbert River,11600045A,No,4,1,Yes,,,,-18.6752,146.2093
116,1160,Herbert,Herbert River,11600053A,No,4,1,Yes,,,,-18.6506,146.1776
116,1160,Herbert,Herbert River,11600053B,No,4,1,Yes,,,,-18.6506,146.1776
116,1160,Herbert,Herbert River,11600036A,No,4,1,Yes,,,,-18.5674,146.3000
116,1160,Herbert,Herbert River,11600036B,No,4,1,Yes,,,,-18.5674,146.3000
116,1160,Herbert,Herbert River,11600155A,No,4,1,,,Yes,ATHERTON BASALT,-17.5658,145.4538
116,1160,Herbert,Herbert River,11600048A,No,4,1,Yes,,,,-18.5897,146.2432
116,1160,Herbert,Herbert River,11600048B,No,4,1,Yes,,,,-18.5897,146.2432
116,1160,Herbert,Herbert River,11600130A,No,4,1,,,,,-18.6247,146.0355
116,1160,Herbert,Herbert River,11600130B,No,4,1,,,,,-18.6247,146.0355
116,1160,Herbert,Herbert River,11600059A,No,4,1,,,,,-18.6271,146.1257
116,1160,Herbert,Herbert River,11600071A,No,4,1,,,,,-18.4745,145.8834
116,1160,Herbert,Herbert River,11600112A,No,4,1,,,,,-18.7013,145.9636
116,1160,Herbert,Herbert River,11600112B,No,4,1,,,,,-18.7013,145.9636
116,1160,Herbert,Herbert River,11600064A,No,4,1,,,,,-18.6452,146.0273
116,1160,Herbert,Herbert River,11600067A,No,4,1,,,,,-18.5905,146.0432
116,1160,Herbert,Herbert River,11600120A,No,4,1,,,,,-18.7358,145.9535
116,1160,Herbert,Herbert River,11600077A,No,4,1,,,,,-18.4941,146.0022
116,1160,Herbert,Herbert River,11600077B,No,4,1,Yes,,,,-18.4941,146.0022
116,1160,Herbert,Herbert River,11600039B,No,4,1,,,,,-18.7894,146.2157
116,1160,Herbert,Herbert River,11600039A,No,4,1,,,,,-18.7894,146.2157
116,1160,Herbert,Herbert River,11600046B,No,4,1,,,,,-18.6438,146.2268
116,1160,Herbert,Herbert River,11600041A,No,4,1,,,,,-18.8204,146.1430
116,1160,Herbert,Herbert River,11600147A,No,4,1,,,,WATERVIEW CREEK ALLUVIUM,-18.8345,146.2154
116,1160,Herbert,Herbert River,11600148A,No,4,1,,,,WATERVIEW CREEK ALLUVIUM,-18.8345,146.2154
116,1160,Herbert,Herbert River,11600049B,No,4,1,,,,,-18.5636,146.2359
116,1160,Herbert,Herbert River,11600049A,No,4,1,,,,,-18.5636,146.2359
116,1160,Herbert,Herbert River,11600150A,No,4,1,Yes,,,KALUNGA GRANODIORITE,-17.4339,145.4030
116,1160,Herbert,Herbert River,11600047B,No,4,1,,,,,-18.6300,146.2234
116,1160,Herbert,Herbert River,11600047A,No,4,1,,,,,-18.6300,146.2234
116,1160,Herbert,Herbert River,11600137A,No,4,1,,,,,-18.6629,146.2192
116,1160,Herbert,Herbert River,11600136A,No,4,1,,,,,-18.6389,146.0693
116,1160,Herbert,Herbert River,11600132A,No,4,1,,,,,-18.7011,146.2803
116,1160,Herbert,Herbert River,11600060B,No,4,1,,,,,-18.5941,146.1272
116,1160,Herbert,Herbert River,11600121A,No,4,1,,,,,-18.6830,145.9695
116,1160,Herbert,Herbert River,11600102A,No,4,1,,,,,-18.6190,146.0234
116,1160,Herbert,Herbert River,11600153A,No,4,1,,,,ATHERTON BASALT,-17.5186,145.4733
116,1160,Herbert,Herbert River,11600125B,No,4,1,,,,,-18.6921,146.0239
116,1160,Herbert,Herbert River,11600125A,No,4,1,,,,,-18.6921,146.0239
116,1160,Herbert,Herbert River,11600141A,No,4,1,,,,FRANCIS CREEK ALLUVIUM,-18.7370,146.1384
116,1160,Herbert,Herbert River,11600040A,No,4,1,Yes,,,,-18.8372,146.1892
116,1160,Herbert,Herbert River,11600040B,No,4,1,Yes,,,,-18.8372,146.1892
116,1160,Herbert,Herbert River,11600052A,No,4,1,,,,,-18.6109,146.1776
116,1160,Herbert,Herbert River,11600105A,No,4,1,,,,,-18.6498,146.0134
116,1160,Herbert,Herbert River,11600149A,No,4,1,,,,WATERVIEW CREEK ALLUVIUM,-18.8714,146.2034
116,1160,Herbert,Herbert River,11600058A,No,4,1,,,,,-18.6531,146.1194
116,1160,Herbert,Herbert River,11600121B,No,4,1,,,,,-18.6830,145.9695
116,1160,Herbert,Herbert River,11600123A,No,4,1,,,,,-18.6870,145.9941
116,1160,Herbert,Herbert River,11600119A,No,4,1,,,,,-18.7245,145.9624
116,1160,Herbert,Herbert River,11600135A,No,4,1,,,,,-18.6882,146.2489
116,1160,Herbert,Herbert River,11600145A,No,4,1,,,,LOTTERY CREEK ALLUVIUM,-18.6696,146.1702
116,1160,Herbert,Herbert River,11600107B,No,4,1,,,,,-18.7270,145.9307
116,1160,Herbert,Herbert River,11600107A,No,4,1,Yes,,,,-18.7270,145.9307
116,1160,Herbert,Herbert River,11600038A,No,4,1,Yes,,,,-18.6975,146.2645
116,1160,Herbert,Herbert River,11600038B,No,4,1,Yes,,,,-18.6975,146.2645
116,1160,Herbert,Herbert River,11600060A,No,4,1,,,,,-18.5941,146.1272
116,1160,Herbert,Herbert River,11600103A,No,4,1,,,,,-18.6349,146.0121
116,1160,Herbert,Herbert River,11600110B,No,4,1,,,,,-18.7156,145.9372
116,1160,Herbert,Herbert River,11600110A,No,4,1,,,,,-18.7156,145.9372
116,1160,Herbert,Herbert River,11600061B,No,4,1,,,,,-18.6058,146.0900
116,1160,Herbert,Herbert River,11600061A,No,4,1,,,,,-18.6058,146.0900
116,1160,Herbert,Herbert River,11600114A,No,4,1,,,,,-18.7012,145.9575
116,1160,Herbert,Herbert River,11600158A,No,4,1,Yes,,,ATHERTON BASALT,-17.5571,145.4335
116,1160,Herbert,Herbert River,11600124A,No,4,1,,,,,-18.6898,146.0036
116,1160,Herbert,Herbert River,11600151A,No,4,1,,,Yes,GLEN GORDON VOLCANICS,-17.6125,145.4908
116,1160,Herbert,Herbert River,11600066A,No,4,1,Yes,,,,-18.6858,145.9869
116,1160,Herbert,Herbert River,11600127A,No,4,1,,,,,-18.6294,146.0487
116,1160,Herbert,Herbert River,11600127B,No,4,1,,,,,-18.6294,146.0487
116,1160,Herbert,Herbert River,11600065A,No,4,1,Yes,,,,-18.6282,145.9973
117,1170,Black,Black River,11700026B,No,4,1,,,,,-19.2177,146.6045
117,1170,Black,Black River,11700026A,No,4,1,,,,,-19.2177,146.6045
117,1170,Black,Black River,11700029B,No,4,1,Yes,,,,-19.2635,146.5989
117,1170,Black,Black River,11700029A,No,4,1,Yes,,,,-19.2635,146.5989
117,1170,Black,Black River,11700011A,No,4,1,,,,,-19.2823,146.6109
117,1170,Black,Black River,11700011B,No,4,1,,,,,-19.2823,146.6109
117,1170,Black,Black River,11700012A,No,4,1,Yes,,,,-19.3016,146.5954
117,1170,Black,Black River,11700012B,No,4,1,,,,,-19.3016,146.5954
117,1170,Black,Black River,11700002A,No,4,1,,,Yes,,-19.2783,146.6121
117,1170,Black,Black River,11700027B,No,4,1,,,,,-19.2138,146.6396
117,1170,Black,Black River,11700027A,No,4,1,Yes,,,,-19.2138,146.6396
117,1170,Black,Black River,11700010B,No,4,1,Yes,,,,-19.2666,146.6192
117,1170,Black,Black River,11700010A,No,4,1,Yes,,,,-19.2666,146.6192
117,1170,Black,Black River,11700013A,No,4,1,Yes,,,,-19.3215,146.5845
117,1170,Black,Black River,11700031A,No,4,1,,,Yes,,-19.2643,146.6325
117,1170,Black,Black River,11700015A,No,4,1,,,,,-19.2920,146.5938
117,1170,Black,Black River,11700015B,No,4,1,,,,,-19.2920,146.5938
117,1170,Black,Black River,11700032A,No,4,1,Yes,,,,-19.2274,146.6196
118,1180,Ross,Bohle River,11800008A,No,4,1,,,,,-19.3206,146.6139
118,1180,Ross,Bohle River,11800008B,No,4,1,,,,,-19.3206,146.6139
118,1180,Ross,Bohle River,11800001A,No,4,1,,,,,-19.3312,146.6144
118,1180,Ross,Bohle River,11800007A,No,4,1,Yes,,,,-19.3195,146.6390
118,1180,Ross,Bohle River,11700035C,No,4,1,,,,,-19.2457,146.6530
118,1180,Ross,Bohle River,11700035B,No,4,1,,,,,-19.2457,146.6530
118,1180,Ross,Bohle River,11700035A,No,4,1,,,,,-19.2457,146.6530
118,1180,Ross,Bohle River,11800002B,No,4,1,,,,,-19.2650,146.6504
118,1180,Ross,Bohle River,11800002A,No,4,1,Yes,,,,-19.2650,146.6504
118,1180,Ross,Bohle River,11800006A,No,4,1,,,,,-19.3175,146.6743
119,1191,Haughton,Barratta Creeks,11910712B,No,4,1,,,,,-19.5290,147.2745
119,1190,Haughton,Haughton River,11900185A,No,4,1,,,,,-19.5452,147.1649
119,1190,Haughton,Haughton River,11900198A,No,4,1,,,,,-19.5452,147.1649
119,1191,Haughton,Barratta Creeks,11910878A,No,4,1,,,,,-19.5574,147.2733
119,1191,Haughton,Barratta Creeks,12001282A,No,4,1,Yes,,Yes,,-19.8270,147.1874
119,1190,Haughton,Haughton River,11900133A,No,4,1,,,,,-19.5434,147.1796
119,1191,Haughton,Barratta Creeks,11910985A,No,4,1,,,Yes,,-19.6788,147.2076
119,1191,Haughton,Barratta Creeks,11910985B,No,4,1,,,,,-19.6788,147.2076
119,1191,Haughton,Barratta Creeks,11910268B,No,4,1,,,,,-19.5348,147.3879
119,1191,Haughton,Barratta Creeks,11910268A,No,4,1,,,,,-19.5348,147.3879
119,1191,Haughton,Barratta Creeks,11910268E,No,4,1,,,,,-19.5348,147.3879
119,1191,Haughton,Barratta Creeks,11910268C,No,4,1,,,,,-19.5348,147.3879
119,1191,Haughton,Barratta Creeks,11910268D,No,4,1,,,,,-19.5348,147.3879
119,1191,Haughton,Barratta Creeks,11910673A,No,4,1,,,,,-19.6275,147.4859
119,1190,Haughton,Haughton River,11900054A,No,4,1,Yes,,,,-19.5202,147.0556
119,1191,Haughton,Barratta Creeks,11911014A,No,4,1,,,,,-19.6551,147.1393
119,1191,Haughton,Barratta Creeks,11911016A,No,4,1,Yes,,,,-19.6448,147.1540
119,1191,Haughton,Barratta Creeks,11911109A,No,4,1,,,,,-19.5950,147.3883
119,1191,Haughton,Barratta Creeks,11910810A,No,4,1,,,,,-19.6271,147.3145
119,1191,Haughton,Barratta Creeks,11911084A,No,4,1,,,,,-19.6199,147.4754
119,1190,Haughton,Haughton River,11900217A,No,4,1,Yes,,,,-19.6714,147.0971
119,1190,Haughton,Haughton River,11900217B,No,4,1,Yes,,,,-19.6714,147.0971
119,1190,Haughton,Haughton River,11900226A,No,4,1,,,,,-19.6749,146.9312
119,1190,Haughton,Haughton River,11900063A,No,4,1,,,,,-19.5655,147.1003
119,1191,Haughton,Barratta Creeks,11911038A,No,4,1,,,,,-19.8108,147.1711
119,1191,Haughton,Barratta Creeks,11911167A,No,4,1,,,,,-19.5540,147.3595
119,1191,Haughton,Barratta Creeks,11910960B,No,4,1,,,,,-19.5841,147.1756
119,1191,Haughton,Barratta Creeks,11910960A,No,4,1,,,,,-19.5841,147.1756
119,1190,Haughton,Haughton River,11900147A,No,4,1,,,,,-19.5128,147.1101
119,1191,Haughton,Barratta Creeks,11911056A,No,4,1,,,,,-19.5246,147.2141
119,1191,Haughton,Barratta Creeks,11911056B,No,4,1,,,,,-19.5246,147.2141
119,1191,Haughton,Barratta Creeks,11910933B,No,4,1,,,,,-19.6309,147.2515
119,1191,Haughton,Barratta Creeks,11910933A,No,4,1,,,Yes,,-19.6309,147.2515
119,1191,Haughton,Barratta Creeks,11910894A,No,4,1,,,Yes,,-19.5949,147.2329
119,1191,Haughton,Barratta Creeks,11910851A,No,4,1,,,,,-19.8066,147.1753
119,1191,Haughton,Barratta Creeks,11911032A,No,4,1,,,,,-19.7515,147.1328
119,1191,Haughton,Barratta Creeks,11911053A,No,4,1,,,,,-19.4468,147.2341
119,1191,Haughton,Barratta Creeks,11911053B,No,4,1,,,,,-19.4468,147.2341
119,1191,Haughton,Barratta Creeks,11910928A,No,4,1,,,,,-19.6516,147.2827
119,1190,Haughton,Haughton River,11900214A,No,4,1,,,,,-19.6519,147.1151
119,1191,Haughton,Barratta Creeks,11910745A,No,4,1,,,,,-19.5927,147.2854
119,1191,Haughton,Barratta Creeks,11910910A,No,4,1,,,,,-19.7955,147.1053
119,1191,Haughton,Barratta Creeks,11910190A,No,4,1,,,,,-19.5693,147.2136
119,1191,Haughton,Barratta Creeks,11911030A,No,4,1,,,,,-19.7307,147.1252
119,1191,Haughton,Barratta Creeks,11911171A,No,4,1,,,,BURDEKIN RIVER ALLUVIUM,-19.5952,147.4127
119,1191,Haughton,Barratta Creeks,11910905A,No,4,1,,,,,-19.7733,147.1346
119,1190,Haughton,Haughton River,11900203A,No,4,1,,,Yes,,-19.6774,147.1195
119,1190,Haughton,Haughton River,11900183A,No,4,1,,,,,-19.5346,147.1708
119,1191,Haughton,Barratta Creeks,11910122A,No,4,1,,,,,-19.6403,147.5145
119,1191,Haughton,Barratta Creeks,11910260B,No,4,1,,,,,-19.6264,147.5098
119,1191,Haughton,Barratta Creeks,11910260C,No,4,1,,,,,-19.6264,147.5098
119,1191,Haughton,Barratta Creeks,11910260D,No,4,1,,,,,-19.6264,147.5098
119,1191,Haughton,Barratta Creeks,11910260A,No,4,1,,,,,-19.6264,147.5098
119,1191,Haughton,Barratta Creeks,11910712A,No,4,1,,,,,-19.5290,147.2745
119,1190,Haughton,Haughton River,11900175A,No,4,1,,,,,-19.5468,147.1409
119,1191,Haughton,Barratta Creeks,11910666A,No,4,1,,,,,-19.6117,147.5176
119,1191,Haughton,Barratta Creeks,11911127A,No,4,1,,,,,-19.5071,147.3467
119,1191,Haughton,Barratta Creeks,11910945A,No,4,1,,,,,-19.5284,147.2979
119,1191,Haughton,Barratta Creeks,11910963A,No,4,1,,,,,-19.6202,147.1604
119,1190,Haughton,Haughton River,11910186A,No,4,1,,,Yes,,-19.5648,147.1689
119,1191,Haughton,Barratta Creeks,11910189B,No,4,1,,,,,-19.5693,147.2133
119,1191,Haughton,Barratta Creeks,11910254A,No,4,1,,,,,-19.5424,147.4381
119,1191,Haughton,Barratta Creeks,11910753A,No,4,1,,,,,-19.6074,147.3040
119,1191,Haughton,Barratta Creeks,11910811A,No,4,1,,,,,-19.5785,147.3455
119,1191,Haughton,Barratta Creeks,11910860A,No,4,1,,,,,-19.6754,147.2193
119,1191,Haughton,Barratta Creeks,11910860B,No,4,1,,,,,-19.6754,147.2193
119,1191,Haughton,Barratta Creeks,11911009A,No,4,1,,,,,-19.7060,147.1586
119,1191,Haughton,Barratta Creeks,11910920A,No,4,1,,,,,-19.5587,147.2909
119,1191,Haughton,Barratta Creeks,11910920B,No,4,1,,,,,-19.5587,147.2909
119,1191,Haughton,Barratta Creeks,11910920C,No,4,1,,,,,-19.5587,147.2909
119,1191,Haughton,Barratta Creeks,11910931A,No,4,1,,,,,-19.6457,147.2911
119,1191,Haughton,Barratta Creeks,11910248B,No,4,1,,,,,-19.5253,147.2003
119,1191,Haughton,Barratta Creeks,11910248A,No,4,1,,,,,-19.5253,147.2003
119,1191,Haughton,Barratta Creeks,11911113A,No,4,1,,,,,-19.6401,147.3559
119,1191,Haughton,Barratta Creeks,11910937A,No,4,1,,,,,-19.7628,147.1796
119,1191,Haughton,Barratta Creeks,11910941A,No,4,1,,,,,-19.8147,147.1573
119,1191,Haughton,Barratta Creeks,11910941B,No,4,1,,,,,-19.8147,147.1573
119,1191,Haughton,Barratta Creeks,11910255A,No,4,1,,,,,-19.5425,147.4382
119,1191,Haughton,Barratta Creeks,11910255B,No,4,1,,,,,-19.5425,147.4382
119,1191,Haughton,Barratta Creeks,11910255C,No,4,1,,,,,-19.5425,147.4382
119,1191,Haughton,Barratta Creeks,11910659A,No,4,1,,,,,-19.7193,147.1563
119,1191,Haughton,Barratta Creeks,11910708A,No,4,1,,,,,-19.5157,147.2647
119,1191,Haughton,Barratta Creeks,11911028A,No,4,1,,,,,-19.7435,147.0737
119,1191,Haughton,Barratta Creeks,11911088A,No,4,1,,,,,-19.6311,147.5311
119,1191,Haughton,Barratta Creeks,11911157A,No,4,1,,,,,-19.6996,147.2285
119,1190,Haughton,Haughton River,11900184A,No,4,1,,,,,-19.5346,147.1708
119,1191,Haughton,Barratta Creeks,11911103A,No,4,1,,,,,-19.5097,147.4521
119,1191,Haughton,Barratta Creeks,11911172A,No,4,1,,,,BURDEKIN RIVER ALLUVIUM,-19.6348,147.2627
119,1191,Haughton,Barratta Creeks,11910918B,No,4,1,,,,,-19.5615,147.2377
119,1191,Haughton,Barratta Creeks,11910918A,No,4,1,,,,,-19.5615,147.2377
119,1191,Haughton,Barratta Creeks,11910973A,No,4,1,,,,,-19.6008,147.2546
119,1190,Haughton,Haughton River,11900089A,No,4,1,Yes,,Yes,,-19.5890,147.1124
119,1190,Haughton,Haughton River,11900132B,No,4,1,,,,,-19.5434,147.1796
119,1190,Haughton,Haughton River,11900132A,No,4,1,,,,,-19.5434,147.1796
119,1191,Haughton,Barratta Creeks,11910975A,No,4,1,,,,,-19.6094,147.2539
119,1191,Haughton,Barratta Creeks,11910979B,No,4,1,,,,,-19.6274,147.2279
119,1191,Haughton,Barratta Creeks,11910979A,No,4,1,,,,,-19.6274,147.2279
119,1190,Haughton,Haughton River,11900179A,No,4,1,,,,,-19.5332,147.1564
119,1191,Haughton,Barratta Creeks,11911011A,No,4,1,,,,,-19.7047,147.1203
119,1191,Haughton,Barratta Creeks,11910921A,No,4,1,,,,,-19.6804,147.2305
119,1191,Haughton,Barratta Creeks,11910938A,No,4,1,,,,,-19.7628,147.1796
119,1190,Haughton,Haughton River,11900219A,No,4,1,,,,,-19.7147,147.0847
119,1191,Haughton,Barratta Creeks,11910264A,No,4,1,,,,,-19.5342,147.4544
119,1191,Haughton,Barratta Creeks,11910264B,No,4,1,,,,,-19.5342,147.4544
119,1191,Haughton,Barratta Creeks,11910264D,No,4,1,,,,,-19.5342,147.4544
119,1191,Haughton,Barratta Creeks,11910264C,No,4,1,,,,,-19.5342,147.4544
119,1191,Haughton,Barratta Creeks,11910660A,No,4,1,,,,,-19.5768,147.4959
119,1191,Haughton,Barratta Creeks,11910748A,No,4,1,,,,,-19.5860,147.3060
